rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness,eco_score
1570,3,14.1,8.57,0.83,46.0
1757,1,18.7,5.61,0.87,75.3
1933,2,6.2,8.01,0.74,52.7
2335,4,3.8,7.16,0.66,47.0
697,2,0.0,7.72,0.58,76.8
1628,2,17.0,8.84,0.59,37.5
2855,6,6.9,10.18,0.66,9.1
2791,4,22.2,9.84,0.63,11.0
2395,6,10.0,8.27,0.66,29.6
2175,3,12.3,8.62,0.93,47.9
2958,1,13.5,8.62,0.83,46.3
3142,5,14.7,10.65,0.57,4.4
1709,3,10.9,9.36,0.52,41.7
1121,5,10.1,8.07,0.55,37.5
1610,2,13.2,7.56,0.55,47.1
3967,4,16.5,9.01,0.55,5.5
701,3,12.7,6.82,0.4,55.5
1470,1,8.7,7.05,0.56,64.8
811,6,14.5,11.26,0.61,31.9
1887,2,0.0,7.25,0.5,54.7
958,1,11.4,9.27,0.59,55.3
1723,2,15.3,7.65,0.84,60.9
500,2,7.7,5.13,0.78,71.6
2232,2,15.1,6.94,0.61,48.9
2655,3,7.4,5.94,1.0,61.6
1531,6,20.2,8.71,0.62,20.2
1705,4,5.3,8.52,0.51,41.5
1685,2,8.0,8.39,0.99,65.0
1926,4,15.8,9.9,0.76,26.6
1773,2,7.5,7.42,1.0,72.1
2337,4,0.0,10.21,0.85,42.5
2663,3,16.6,8.34,0.78,35.6
1230,3,9.9,7.73,0.56,47.0
1583,2,9.3,7.79,0.96,66.7
2431,5,17.5,7.99,0.3,14.8
804,4,13.9,8.46,0.32,30.5
500,1,11.0,6.64,1.0,86.9
1958,7,12.5,10.16,0.37,8.3
2147,1,19.2,7.89,0.55,43.9
1294,1,12.1,8.75,0.54,47.2
1394,0,15.0,5.3,0.65,66.7
1267,3,8.7,8.53,0.79,61.4
1193,2,8.9,6.96,0.71,61.9
2285,1,6.9,7.42,0.74,62.0
973,2,6.8,5.32,0.63,67.6
1614,3,7.7,7.9,0.79,41.3
1166,5,19.4,8.96,0.54,39.5
781,2,8.3,4.58,1.0,87.0
2409,7,19.1,10.58,0.43,0.0
1436,1,3.5,7.09,1.0,71.1
1931,2,6.4,3.96,0.74,71.6
744,4,19.8,9.51,0.92,45.0
1280,3,14.8,7.72,0.91,63.0
2329,7,16.1,11.14,0.49,4.4
3611,6,12.6,10.42,0.59,0.0
500,1,4.7,8.89,0.65,61.3
1659,3,13.7,8.17,0.63,44.0
2088,2,2.5,8.19,0.88,57.0
1368,3,17.7,9.04,0.46,42.0
2394,6,22.3,8.31,0.59,13.3
1193,3,10.8,7.41,0.49,41.9
1907,2,10.1,5.99,0.73,68.2
1434,4,15.4,7.49,0.65,48.3
2653,2,11.8,8.98,0.72,24.0
1326,1,12.6,9.19,0.61,47.2
1553,6,11.5,10.28,0.68,23.0
2461,2,16.1,7.68,0.8,49.0
1080,2,15.6,7.32,0.86,66.0
1848,4,17.1,8.78,0.61,33.0
524,2,5.4,6.07,0.88,98.8
1038,0,1.7,7.69,0.68,76.0
2067,3,12.3,6.66,0.47,38.0
1106,5,17.8,10.9,0.66,32.6
1418,2,8.3,7.82,0.7,68.6
2145,2,8.0,7.58,0.59,38.1
1394,2,20.4,8.36,0.72,39.5
2375,1,8.8,7.39,0.53,48.2
1950,4,9.9,8.24,0.65,49.3
2104,2,0.0,8.0,0.8,52.9
2668,3,17.4,8.2,0.63,29.2
2023,4,20.5,9.13,0.49,17.5
2877,3,4.3,7.48,0.65,38.8
2437,3,5.4,9.02,0.81,38.6
1433,3,22.3,9.78,0.64,25.9
2705,2,16.2,7.84,0.79,45.9
1984,6,8.9,8.49,0.69,39.2
1523,3,13.3,8.36,0.52,40.1
1994,3,13.2,9.16,0.57,25.8
2578,2,5.1,8.62,0.89,46.3
2118,1,15.2,8.69,0.83,49.8
3075,3,17.6,10.43,0.62,22.7
2560,1,2.6,7.34,0.85,57.0
2166,5,16.6,8.46,0.81,31.3
1081,3,8.3,7.58,0.5,56.7
1674,1,7.8,7.87,0.65,59.0
1850,3,9.9,9.42,0.58,36.9
2287,1,7.6,6.04,0.7,60.3
2246,5,20.1,10.34,0.79,26.3
1918,2,15.0,6.55,0.89,52.8
1884,3,16.9,8.93,0.79,44.2
2304,4,14.9,10.33,0.86,35.6
1198,1,7.8,7.31,0.44,50.5
2986,5,20.3,10.36,0.47,9.8
500,6,20.6,7.47,0.56,39.5
2818,2,1.8,8.06,0.83,49.0
1768,0,13.2,4.7,0.73,75.9
2501,1,9.1,6.39,0.76,54.9
2054,3,12.0,8.29,0.53,33.9
2042,4,8.8,10.21,0.7,29.1
2187,5,10.1,8.78,0.63,27.2
2366,1,15.6,6.98,0.43,36.1
1569,0,1.5,5.29,0.5,79.5
2524,3,13.8,8.09,0.72,33.3
1040,1,5.5,8.81,0.58,61.3
1796,2,14.8,7.34,0.78,54.9
2385,3,4.4,7.94,0.96,60.3
2496,4,7.9,8.67,0.82,46.3
2122,3,9.8,6.87,0.78,59.2
1524,0,11.9,7.49,1.0,75.3
2427,4,8.5,8.9,0.72,33.2
1331,2,12.5,7.08,0.66,58.3
3025,5,19.5,11.01,0.53,14.7
1740,1,10.0,5.66,0.78,67.0
722,5,13.2,7.63,0.5,46.0
963,0,11.3,6.56,0.97,79.6
1830,2,6.4,5.61,0.78,67.8
1897,1,5.5,5.95,0.94,78.3
3178,0,1.6,7.43,0.89,64.9
1073,2,18.3,8.75,0.68,47.1
1827,3,14.5,5.19,0.77,68.3
1058,2,3.7,5.24,0.69,77.4
1455,3,8.4,8.02,0.49,42.7
2978,4,13.8,9.49,0.67,24.5
1004,3,11.4,6.49,0.81,64.9
2210,0,10.1,9.72,0.89,44.1
2075,2,7.5,9.3,0.92,49.2
1783,2,15.8,7.82,0.56,52.0
2163,1,4.0,7.06,0.78,70.6
987,4,19.3,8.95,0.35,26.5
2959,3,11.8,9.87,0.71,22.5
3147,3,4.5,7.76,0.73,18.5
1832,1,9.6,8.47,0.52,46.5
3496,4,8.6,8.79,0.38,11.5
1520,0,10.8,4.03,0.82,92.0
2080,1,16.2,8.88,0.6,44.2
2802,2,1.7,8.4,0.61,38.6
1478,8,20.7,11.02,0.47,0.0
832,0,7.7,5.67,0.66,83.1
671,4,8.6,7.84,0.68,56.9
3242,4,17.9,8.08,0.75,22.1
1429,4,13.8,9.64,0.43,38.8
1669,5,15.5,8.56,0.58,27.2
1021,4,16.4,7.87,1.0,67.2
2463,2,12.4,7.34,0.8,48.0
1252,1,21.5,7.6,0.84,59.6
1456,7,23.5,11.44,0.47,10.7
2009,2,1.5,5.41,0.76,69.9
1055,1,15.4,6.65,0.91,79.1
1674,1,8.0,11.68,0.82,50.4
2781,2,7.3,7.03,0.75,46.3
2099,2,4.5,8.37,0.64,54.9
1891,2,17.7,8.98,0.63,43.5
1950,6,8.9,8.96,0.5,20.8
1527,5,14.2,9.61,0.34,20.7
3197,2,16.0,7.22,0.82,39.9
1231,2,11.7,9.15,0.93,54.7
1947,1,5.0,7.21,0.62,64.2
1880,3,10.4,7.43,0.58,45.0
2506,6,13.1,11.21,0.49,6.3
2572,3,8.4,6.7,0.75,57.7
1777,5,19.1,8.76,0.35,21.6
2003,2,5.3,11.2,0.79,40.4
2029,7,17.5,8.74,0.3,18.5
500,0,12.7,5.53,0.79,91.1
687,2,4.9,7.47,1.0,86.6
1376,1,8.6,5.16,0.79,68.7
1406,3,10.1,7.32,0.85,62.5
960,1,12.7,6.57,0.64,72.3
2324,5,7.0,10.14,0.6,27.8
1801,2,18.3,8.4,0.78,46.4
1649,1,12.7,9.42,0.57,43.8
920,0,0.9,6.94,0.71,89.0
1768,0,4.9,6.01,0.61,74.7
500,1,12.3,7.6,0.72,75.2
1685,1,14.7,7.51,0.5,47.8
1844,2,6.6,8.36,0.51,40.2
1969,3,8.5,8.02,0.58,39.8
705,3,14.5,5.37,0.76,63.8
1957,5,11.5,9.24,0.74,25.2
1070,1,5.5,7.27,0.86,89.2
1231,1,12.8,6.67,0.7,72.2
2302,3,12.7,7.58,0.6,36.3
3209,1,22.1,9.23,0.58,31.8
1835,2,4.5,6.49,0.77,70.4
1228,3,3.6,7.28,0.49,59.4
1932,1,5.5,8.6,0.95,58.1
2457,5,21.8,9.46,0.58,14.5
2234,5,15.9,9.96,0.4,5.2
3720,1,11.3,9.48,0.71,23.7
1299,4,15.6,6.17,0.57,54.4
1976,5,9.9,9.21,0.4,27.7
2884,3,13.4,9.77,0.92,33.1
2840,5,16.1,9.14,0.66,10.6
500,2,15.7,5.88,0.55,76.6
1797,4,12.9,9.91,0.47,27.5
2839,2,6.9,7.02,0.77,47.5
3823,1,7.0,9.31,0.87,51.1
2292,4,16.4,9.02,0.76,32.7
1542,2,2.2,9.13,0.79,66.5
1093,2,9.0,7.78,0.73,63.9
3353,1,16.7,6.95,0.95,51.8
2310,5,13.3,11.4,0.74,14.1
1206,3,20.3,9.22,0.69,39.4
1657,4,19.0,7.74,0.68,37.7
2017,2,13.1,8.86,0.46,39.1
2180,3,12.1,9.85,0.57,31.6
1170,1,15.6,7.5,0.52,53.5
1370,2,10.0,6.02,0.72,73.1
642,1,2.8,6.08,0.44,66.3
2527,6,17.8,9.9,0.75,15.6
1560,2,11.3,6.83,1.0,72.6
2126,3,14.6,6.38,0.64,49.8
2795,3,15.8,7.42,0.57,26.8
1953,5,17.1,10.01,0.49,18.5
1720,7,14.9,9.19,0.26,9.2
1935,2,5.6,6.01,0.79,71.9
1844,6,15.1,12.36,0.56,0.8
2672,7,9.7,9.71,0.59,14.6
2017,2,2.3,7.67,0.7,49.9
1418,3,6.5,8.44,0.66,52.5
2533,4,11.1,8.45,0.41,25.6
2661,2,18.8,7.7,0.77,44.2
863,4,18.5,6.92,0.88,68.8
2872,2,9.1,9.69,0.62,38.4
2055,8,19.9,12.2,0.39,0.0
1998,2,5.4,7.95,0.88,56.6
2504,3,13.5,8.69,0.48,27.0
1403,1,12.2,4.53,0.82,73.0
2467,2,2.1,8.13,0.87,50.9
1536,3,14.1,6.45,0.82,64.0
767,2,12.2,7.13,0.46,64.6
1101,1,3.8,7.35,0.73,78.9
2196,3,20.0,7.85,0.59,29.0
1138,3,14.4,7.98,0.46,42.5
2927,3,9.2,7.28,0.67,40.4
2632,2,10.5,9.34,0.79,39.3
2733,3,8.2,9.26,0.71,29.9
1887,1,4.8,7.38,1.0,70.6
1980,4,10.3,8.44,0.94,48.0
964,1,18.6,8.44,0.73,66.7
2497,1,2.6,8.23,0.71,46.1
2065,5,13.2,9.46,0.58,32.3
2197,3,7.3,6.79,0.84,62.1
2981,2,9.4,7.32,0.44,39.7
1375,4,17.3,7.61,0.66,38.4
1711,0,9.6,8.15,0.45,51.3
2028,1,10.5,9.92,0.76,46.3
1145,1,8.1,6.68,0.74,72.6
1668,3,11.0,8.21,0.9,53.3
2145,5,16.6,10.36,0.65,22.5
1572,1,10.9,6.99,0.82,74.2
2716,3,16.1,9.09,0.86,39.7
742,1,10.7,5.69,0.8,82.2
2585,0,5.9,5.95,0.72,64.7
2262,4,19.2,8.66,0.43,23.7
1401,0,0.0,7.9,0.65,76.0
1152,1,9.6,8.41,0.99,72.8
500,1,19.9,6.73,0.65,67.4
1243,4,14.2,10.36,0.55,42.8
2533,3,16.1,10.25,0.83,27.1
1760,2,2.1,5.52,0.64,64.9
2614,5,21.2,10.9,0.26,0.0
1366,6,24.4,9.54,0.31,8.4
2294,3,14.3,9.18,0.55,27.3
1297,2,11.0,9.32,0.82,63.7
1124,2,6.4,6.54,0.78,64.9
1725,4,13.2,7.49,0.55,40.6
1334,2,11.6,6.26,0.7,74.0
720,4,10.5,6.62,0.68,56.8
1672,1,10.8,7.15,0.41,48.3
1874,0,12.1,6.66,0.47,49.1
2687,7,19.3,11.83,0.55,0.0
2455,3,10.0,5.63,0.64,55.4
2653,3,13.2,10.23,0.77,32.6
2304,3,8.9,10.68,0.32,18.0
2032,2,17.2,8.15,0.74,44.4
939,3,10.2,9.77,0.51,48.8
1904,3,14.7,8.34,0.7,46.3
2217,2,3.1,9.39,0.51,41.5
2820,2,8.0,6.99,0.85,56.3
2280,3,5.5,8.26,0.8,40.5
2668,2,11.7,8.64,0.62,49.0
1077,3,8.6,6.17,0.38,47.1
1571,4,17.3,11.31,0.8,37.5
2100,4,18.9,9.11,0.66,26.9
2612,5,17.5,9.28,0.92,35.5
1698,1,4.8,6.04,0.77,76.9
1742,1,10.3,7.28,0.93,66.5
2280,5,9.2,8.89,0.66,31.0
1011,4,7.3,9.34,0.3,38.7
2925,3,6.5,10.23,0.53,17.8
1184,5,12.8,9.81,0.41,25.0
500,5,11.7,9.28,0.32,32.4
1807,4,10.4,8.78,0.66,50.0
2988,4,12.2,6.54,0.65,43.7
2210,0,16.3,7.99,0.59,46.2
2325,0,14.7,7.46,0.8,56.9
1828,1,14.7,7.92,0.52,48.3
1693,3,9.0,8.52,0.81,62.0
718,2,6.0,6.93,0.95,78.0
500,3,17.5,9.29,0.93,59.5
1937,2,4.7,7.74,0.73,53.2
2718,1,6.7,7.18,0.63,53.1
2040,1,12.7,7.3,0.66,48.7
2236,0,6.3,7.05,0.7,65.4
2908,6,20.2,11.3,0.83,13.3
2030,4,9.1,7.92,0.75,42.2
1714,5,11.8,8.97,0.42,17.8
1227,2,2.1,6.34,0.91,71.3
3215,1,10.8,8.52,0.64,34.3
2168,7,3.6,10.99,0.57,11.3
1139,3,5.7,6.26,0.83,77.2
980,1,12.5,7.14,0.72,60.8
2677,5,17.2,12.31,0.52,0.0
1073,5,12.4,8.54,0.52,32.4
3097,3,8.4,8.36,0.53,24.0
500,1,4.8,5.42,0.61,80.5
2795,0,3.8,6.9,0.72,59.7
2140,1,12.6,7.3,0.71,61.8
1883,4,3.9,6.32,0.74,55.0
1677,2,12.4,6.55,0.69,51.8
3123,1,15.2,8.98,0.66,31.1
2294,1,7.4,5.74,0.8,71.0
1167,0,11.8,6.09,0.77,83.9
596,1,10.5,4.54,0.89,90.4
1924,4,18.6,7.99,0.74,45.7
1799,2,21.4,7.14,0.35,38.2
736,4,17.8,8.82,0.64,40.7
1761,3,0.0,9.17,0.79,54.2
1398,3,2.3,7.82,0.64,63.6
1806,1,9.2,7.46,0.79,61.3
2308,3,4.3,10.1,0.49,30.1
2844,5,15.6,9.5,0.67,33.2
2436,1,8.5,5.51,0.93,73.1
1294,0,15.4,7.0,0.61,55.5
2058,3,15.0,8.32,0.7,44.5
1844,4,8.6,7.9,0.5,38.5
867,2,13.7,8.26,0.72,53.9
2078,2,12.6,7.78,0.44,31.7
3099,1,9.1,9.22,0.64,32.2
1822,2,7.7,7.02,0.81,68.7
684,4,16.8,9.06,0.56,42.2
1821,3,11.0,6.0,0.65,57.3
950,4,16.8,9.05,0.8,51.6
2404,2,9.4,8.1,0.74,55.9
2167,2,9.0,8.91,0.79,51.2
1680,4,21.0,11.7,0.45,9.1
1568,1,14.2,8.66,0.69,52.3
1651,1,11.4,5.16,0.66,68.8
1805,5,20.5,8.9,0.64,33.1
1259,3,9.9,6.66,0.67,59.2
828,3,21.5,7.81,0.65,48.4
2597,3,17.3,10.92,0.71,18.5
1530,3,3.1,5.18,0.88,68.8
1916,2,8.1,8.46,0.55,45.4
1999,5,10.3,8.78,0.6,32.4
2025,3,10.9,7.19,0.55,49.0
978,2,16.2,7.86,1.0,72.7
626,2,6.2,6.84,0.37,66.6
1387,0,8.4,7.33,0.58,61.6
2076,1,17.0,6.82,0.55,45.0
1290,3,7.8,6.4,0.81,60.4
1551,8,12.8,9.67,0.76,30.2
3289,4,11.1,10.3,0.68,16.1
508,4,1.7,9.37,0.66,49.8
1271,1,4.0,6.77,0.71,65.3
3127,1,4.4,8.77,0.71,43.7
1768,3,0.4,8.02,0.83,63.4
1305,2,8.9,8.04,0.54,55.7
2618,3,12.0,8.13,0.77,40.3
1838,4,10.2,9.81,0.36,17.8
1556,5,13.7,8.52,0.74,38.4
1934,1,1.6,4.41,0.57,77.0
1339,3,21.7,7.97,0.54,38.4
1087,1,7.8,4.88,0.94,93.1
1720,0,12.0,9.61,0.5,41.6
1092,4,17.9,9.78,0.78,48.4
1807,1,7.1,7.27,0.68,62.9
2048,3,10.9,7.67,0.81,51.2
2397,1,13.6,9.42,0.77,36.0
2589,2,7.5,7.08,0.63,57.2
1515,5,22.9,12.08,0.47,12.7
2149,3,8.7,7.5,0.41,40.6
2144,3,19.2,8.82,0.51,28.9
2029,4,17.9,10.02,0.5,14.1
1464,2,13.2,6.97,0.53,51.3
1080,0,9.9,6.43,0.86,76.2
2151,3,16.1,8.8,0.81,35.7
605,2,10.6,6.5,0.73,69.6
1612,2,7.0,8.08,0.76,61.9
500,1,1.0,4.72,0.76,94.2
864,2,7.8,4.09,0.8,90.9
1186,5,17.9,6.81,0.58,50.7
2567,8,15.1,10.49,0.62,11.0
2281,8,7.5,10.53,0.56,7.5
1412,2,8.6,6.48,0.75,70.5
2310,4,16.5,9.45,0.68,30.8
2421,4,6.4,10.39,0.65,23.7
1687,3,13.0,8.64,0.55,44.3
830,4,10.3,8.85,0.61,42.0
1654,1,10.7,6.55,0.78,72.4
1731,5,18.7,10.16,0.49,18.8
937,3,18.3,7.95,0.67,51.3
2056,1,17.6,7.87,0.68,46.8
1995,0,12.3,4.82,0.92,81.2
2111,4,15.9,9.05,0.55,25.0
1995,3,4.2,9.48,0.59,47.3
2310,1,4.7,5.02,0.9,75.0
1674,2,20.7,8.18,0.82,45.3
1941,3,11.9,10.53,0.55,32.8
1521,5,12.5,6.57,0.54,45.2
1390,4,7.6,10.88,0.67,31.4
2736,2,14.0,9.36,0.79,42.2
500,4,13.3,8.96,0.63,40.9
2413,1,4.4,8.4,0.64,56.8
1365,4,10.2,8.13,0.5,40.0
1274,2,11.2,6.77,0.69,52.2
1983,1,13.9,5.08,0.65,60.5
757,1,5.9,6.12,0.92,81.0
1228,2,16.9,7.67,0.49,52.7
1205,1,11.3,7.12,0.97,76.1
1645,2,9.9,8.8,0.7,55.8
1237,4,9.1,5.3,0.46,54.2
2920,1,14.1,6.62,0.65,54.3
3057,3,16.7,8.48,0.5,28.6
500,1,12.5,7.91,0.76,74.3
2181,3,13.2,8.03,1.0,47.5
2401,2,6.7,9.1,0.68,42.0
2180,1,6.8,7.84,0.85,63.3
1339,4,10.6,8.46,0.95,57.7
1629,3,5.0,7.54,0.87,62.2
1276,2,12.4,8.44,0.73,56.6
1505,0,7.6,6.23,0.78,81.3
953,3,12.6,7.12,0.74,56.5
1719,0,14.5,6.62,0.59,62.2
748,1,0.3,5.11,0.57,92.1
1659,4,12.0,10.68,0.51,15.4
925,5,12.3,9.73,0.64,36.9
1944,5,18.9,10.21,0.57,21.9
1324,2,4.2,5.9,0.86,83.5
2003,2,10.3,8.69,1.0,60.4
2557,4,12.0,7.87,0.58,35.6
2912,1,6.0,9.51,1.0,45.1
500,2,12.0,8.18,0.8,64.0
1216,6,14.7,8.52,0.36,28.3
1587,3,7.0,7.17,0.89,64.6
2122,3,6.6,7.81,0.73,42.2
644,4,6.4,10.39,0.43,41.2
1112,1,9.5,6.65,0.69,75.4
1891,2,11.1,8.5,0.66,47.0
1859,2,4.6,7.68,0.56,42.1
2064,4,17.7,8.35,0.72,31.6
2110,3,5.5,5.83,0.99,81.2
2037,3,8.1,8.88,0.63,39.3
1935,4,15.0,9.32,0.76,30.9
1839,1,14.9,7.92,0.58,39.6
2265,1,15.1,9.96,0.82,43.8
500,2,13.6,6.02,0.88,84.0
2881,7,6.3,10.72,0.48,1.8
500,2,9.7,6.76,0.44,66.3
1044,1,3.4,8.7,0.92,77.6
1641,3,12.9,8.28,0.31,28.2
2270,3,1.1,9.82,0.75,42.4
500,0,5.1,4.02,0.99,100.0
1780,1,4.8,5.58,0.58,79.5
2354,2,11.6,6.75,0.58,43.2
2496,4,13.0,8.27,0.71,37.3
1311,4,2.6,6.26,0.67,49.4
1589,4,9.5,11.73,0.59,30.4
1368,4,15.4,6.93,0.76,58.1
1525,0,3.0,4.31,0.52,77.8
1077,0,15.3,6.28,0.86,67.7
1177,4,21.9,6.73,0.73,41.4
2104,3,8.4,6.82,0.56,57.2
1892,4,13.2,9.15,0.83,43.2
2144,2,20.0,8.69,0.71,44.7
1949,4,15.1,7.24,0.71,32.1
2293,2,13.0,8.28,0.36,32.7
2414,3,6.5,9.9,0.3,21.6
580,1,11.9,6.97,0.69,66.6
1201,6,12.1,8.25,0.52,35.9
1638,2,14.4,5.98,0.59,62.9
1784,2,8.3,7.55,0.79,56.8
1330,1,8.4,5.69,0.77,67.3
2438,2,6.7,6.61,0.45,49.5
3185,4,4.8,5.85,0.82,46.2
1930,6,16.5,10.16,0.54,13.4
1859,4,9.9,6.68,0.51,44.6
2394,4,11.7,9.81,0.71,29.4
500,4,17.7,8.52,0.89,58.9
1819,0,2.1,6.1,0.45,71.8
2485,2,10.9,8.68,0.54,38.7
1349,2,21.3,10.35,0.73,40.0
941,2,5.4,5.59,0.71,71.5
1669,6,2.0,8.31,0.74,41.8
1757,4,22.4,6.38,0.69,48.5
1163,0,9.8,5.38,0.55,70.6
3267,7,19.4,12.09,0.36,0.0
1464,0,9.7,6.26,0.63,78.0
992,2,4.6,7.13,0.84,67.9
1734,2,7.8,6.07,0.64,60.4
2435,3,11.4,8.41,0.65,44.9
1812,3,0.1,5.67,0.72,66.4
2139,6,21.3,9.17,0.84,28.8
1189,2,11.3,8.49,0.57,48.0
2841,4,15.2,10.37,0.47,6.9
2193,1,5.4,5.47,0.7,72.3
2533,2,1.8,4.75,0.58,57.6
2055,3,23.0,7.79,0.54,36.9
2377,0,8.7,9.58,0.71,42.4
1188,2,15.5,7.75,0.82,43.6
1456,1,11.8,7.87,0.69,63.8
2742,3,14.7,7.1,0.74,39.5
2891,5,19.7,11.53,0.43,0.2
997,2,3.5,5.13,0.98,83.7
1974,6,8.6,10.25,0.6,26.0
1498,1,0.5,6.59,0.69,72.0
1312,0,6.4,5.63,0.47,68.3
1999,1,13.0,7.34,0.73,55.3
2598,0,4.4,5.78,0.79,72.4
2116,2,11.4,9.92,0.66,41.6
1576,2,15.0,8.58,0.76,45.9
2160,2,0.0,6.71,0.73,64.5
1548,2,11.8,8.57,0.55,38.8
2088,4,24.6,10.37,0.79,19.6
2777,2,8.2,8.15,0.67,46.4
500,3,9.8,8.57,0.7,53.0
2358,3,6.3,8.63,0.87,45.5
722,3,13.5,8.58,0.51,51.9
2659,1,15.7,10.68,0.72,23.5
1354,4,11.1,8.19,0.6,47.0
947,2,4.0,8.56,0.42,60.2
2286,5,19.2,10.3,0.64,10.5
2054,1,5.8,6.94,1.0,73.8
1100,1,9.4,7.43,0.83,73.3
922,3,20.0,7.18,0.65,56.9
1668,2,11.3,8.31,0.47,43.3
957,1,14.4,8.56,0.76,63.4
1056,3,15.9,7.75,0.41,38.8
1880,5,10.9,7.35,0.73,48.4
1123,3,0.3,6.1,0.56,61.4
2098,2,18.5,7.6,0.68,43.9
2843,1,5.9,8.43,0.75,52.2
1696,4,17.9,9.67,0.56,20.9
1891,3,13.9,8.19,0.77,45.7
3212,4,15.9,9.7,0.8,20.9
968,2,6.1,6.61,0.56,69.9
2633,4,7.1,9.85,0.84,28.3
2549,3,5.7,8.2,0.88,55.6
2398,2,13.0,3.97,0.92,70.3
2704,4,8.0,7.67,0.47,29.1
1996,0,16.3,8.19,0.66,48.9
1391,4,24.3,9.19,0.65,35.7
2566,4,11.0,8.44,0.54,24.6
2592,1,6.3,4.6,0.94,73.8
2573,4,21.8,10.53,0.42,7.7
1831,1,3.1,9.56,0.78,47.4
1298,6,17.6,11.8,0.69,20.8
1933,0,21.8,6.98,0.85,62.4
2459,2,12.2,7.79,0.7,45.1
2517,1,10.0,8.71,0.9,60.3
1499,1,9.8,7.25,0.91,68.0
2020,3,15.7,8.65,0.62,30.3
883,1,2.0,3.8,0.59,83.2
2489,8,22.3,10.08,0.38,1.7
1251,1,3.1,6.44,0.56,64.8
2349,3,6.4,10.33,0.54,22.3
995,5,9.8,10.6,0.78,40.5
2521,8,16.6,9.46,0.26,0.0
2025,5,8.7,7.47,0.74,54.7
1253,2,9.5,9.42,0.54,47.7
2283,4,13.6,10.26,0.87,22.5
1386,4,19.1,8.18,0.76,39.5
2324,3,7.6,7.84,0.78,41.0
1608,4,16.3,7.35,0.62,42.3
595,3,8.5,5.97,0.87,80.6
1112,4,11.7,6.32,0.44,56.2
1498,4,14.5,8.41,0.75,47.3
2757,4,17.4,8.85,0.64,31.1
2430,5,15.5,7.04,0.65,36.5
2936,1,8.9,7.38,0.72,41.7
2957,5,11.1,9.18,0.71,17.6
1425,2,5.2,8.38,0.62,52.1
1668,3,21.7,8.98,0.87,42.3
1512,1,10.3,5.62,0.58,67.8
1329,4,19.0,9.81,0.67,37.6
510,4,13.8,6.41,0.7,60.2
1789,1,1.5,6.66,0.74,71.0
900,2,18.6,6.61,0.55,58.0
1776,2,5.0,8.91,0.58,50.9
3281,2,12.2,7.35,0.65,37.5
1443,3,0.0,4.69,0.5,61.1
1936,3,16.0,10.11,0.9,42.0
2434,5,15.0,8.54,0.59,29.2
1996,2,7.4,7.67,0.8,62.0
2004,1,14.2,7.51,0.8,66.8
1546,1,8.9,5.71,1.0,76.0
1637,3,10.0,8.68,0.4,36.2
1127,3,14.3,7.89,0.71,49.9
2392,2,6.9,7.47,0.64,41.2
580,3,8.1,7.0,0.71,57.6
2479,1,10.0,5.45,0.8,69.4
817,1,7.1,6.82,0.75,77.5
2473,2,14.7,9.08,0.83,38.2
1552,3,16.4,7.14,0.88,54.7
937,1,17.7,8.37,0.66,55.3
2205,1,10.1,4.45,0.42,64.4
2450,4,13.1,9.55,0.66,23.9
1493,3,4.9,7.61,0.9,59.1
2304,2,10.1,9.75,0.76,42.2
500,1,0.0,4.83,0.82,97.9
875,6,17.4,9.03,0.53,18.5
2704,2,4.6,8.56,0.46,34.5
1643,4,1.9,9.56,0.48,36.0
500,3,10.1,5.77,0.48,64.8
1310,4,12.6,10.52,0.62,38.6
1153,5,7.7,5.87,0.71,53.4
1683,2,14.2,7.82,0.73,50.0
1540,4,0.0,8.1,0.4,42.2
1925,4,24.3,7.62,0.63,36.7
1751,9,20.9,11.72,0.75,0.0
2751,2,4.6,7.95,0.82,57.5
2097,4,8.2,8.28,0.42,30.2
2120,5,13.4,8.73,0.69,30.4
2615,3,9.7,8.84,0.92,43.3
1527,2,7.4,7.47,0.61,55.7
916,3,14.3,8.69,0.46,48.5
2644,2,17.0,7.23,0.74,47.8
1895,1,3.7,6.35,0.75,61.8
1897,1,5.3,9.04,0.6,54.6
1356,1,7.5,4.31,0.76,85.4
1368,3,15.7,8.54,0.57,44.0
2392,1,9.9,5.86,0.87,72.1
2489,2,11.8,7.81,0.69,40.6
2348,4,14.5,8.92,0.37,26.6
2355,4,10.8,10.16,0.43,21.0
2198,1,18.7,6.33,0.71,56.6
1892,4,17.1,8.68,0.53,25.1
1677,2,1.9,7.56,0.56,59.5
2647,2,20.1,8.63,0.67,30.3
1538,4,6.9,8.61,0.54,39.4
2058,4,15.4,9.9,0.43,14.0
1237,1,6.7,5.12,0.57,65.6
1338,3,24.4,9.23,0.62,39.2
1634,2,11.6,9.86,0.77,50.4
1237,2,7.2,5.35,0.51,72.1
2358,4,16.6,8.15,0.37,27.7
856,2,5.9,6.28,0.88,73.7
1869,2,8.7,8.51,0.5,47.6
1892,1,19.1,7.45,0.63,57.8
532,3,8.4,7.91,0.85,59.6
1491,2,18.8,8.73,0.92,46.0
1978,1,6.4,6.09,0.74,59.4
2100,4,15.1,9.11,0.59,23.3
1656,2,10.8,6.16,0.58,50.5
2273,1,8.1,7.64,0.84,57.2
1723,2,19.8,9.7,0.88,52.4
1809,7,9.6,8.81,0.3,17.3
